accuracy,time_played,deaths,score,performance
85.64710291701385,76.8510474366745,16,747.1599539643214,1
73.67663185416978,66.39573621181594,1,797.7847462804233,2
86.25803079727366,35.373679288953454,2,976.3142603025404,2
69.62773578186344,29.418083520605908,7,564.1083973124553,0
71.36396976291965,34.25348299771929,11,587.2253668574571,1
65.65246110151298,30.508208835867997,0,728.9698550627608,1
41.52514760464571,95.75429209234287,9,561.8683006527152,0
46.473485619598264,48.51377850834031,19,295.91742381632423,0
41.885751141204054,16.3626944219736,2,445.59813290665267,0
78.18462467582683,116.60128931548924,5,911.5796403818404,2
58.8613588645796,107.21644734597683,6,741.4704946014795,1
70.51424146988217,112.05275115147343,19,649.5133830457229,1
94.45398843556558,119.43986049110788,17,848.9963783169935,2
54.9575337489325,29.128477414143603,10,497.47903499226754,0
64.62297538213778,53.58662207929246,18,531.9226674723053,0
85.33306831258292,93.40623232745004,4,1020.3114002217875,2
53.72788992949735,86.56226798591715,18,442.06983155009783,0
44.61879458972758,26.928549697384057,10,302.2362011345615,0
57.38508717482608,99.74164374896796,11,492.8749726819535,0
49.67327723524026,34.68846290203267,9,438.9623784265405,0
95.78185914055439,34.619937630488536,7,976.1555696535634,2
88.48722277386501,69.06718651827549,8,952.7832242293551,2
78.00422539062541,75.22339283258735,3,926.2926817411211,2
92.28763541126307,73.80948286215923,4,1006.7847709094797,2
88.22032461394687,20.063552113753037,7,871.7035590685497,2
51.19420353316215,106.52069488934184,8,651.1915163031003,1
93.55353990939867,39.216004684757664,14,782.835730427424,1
72.36053451493905,24.246641341108457,14,595.9285286623997,1
88.44640930984374,107.76228878558749,15,848.1907133991479,2
93.7654779954096,115.12166480527287,13,999.8993211454879,2
59.08020849831183,104.83403789919957,7,630.5143285664642,1
46.60311547166061,99.04676821973659,17,348.0141007224332,0
53.6761097525165,82.0766178702924,9,618.8246856129452,1
65.62646731757538,70.59431076700533,19,559.3313008200026,0
89.08088595534959,19.568543590255118,5,886.6265237627977,2
91.64383499538062,54.929853437776856,11,865.6964978820014,2
40.41712783187144,50.99573687135454,1,371.59903051021604,0
70.64483815465394,38.57291621363588,6,689.8504170634867,1
65.04466018892674,89.57621250574434,15,627.308185260248,1
53.326468628243816,64.54633085866479,2,605.6206856217881,1
47.19192204002097,18.915083749841273,12,294.1246782594804,0
60.25691028421768,34.22015221447924,2,713.2304266788199,1
96.57458223475115,85.15846400255555,17,878.0483007830419,2
59.39217592124531,18.374394543933022,10,503.4103067824382,0
71.12743730460197,103.63276054536456,7,852.2464672177172,2
82.18113753371067,64.46611797153717,5,825.6717574549272,2
61.81777614275764,62.86452350593128,0,753.5671795751487,1
98.30692496325764,75.16485631254693,0,1199.3811869815352,2
97.74683769652668,100.71490625176641,7,1164.8593486337857,2
55.10693774952185,48.25901286924123,4,589.5842230944355,1
69.83491035354312,84.58177678149698,15,630.6154797310716,1
58.052698589006184,72.23051603953701,10,588.4392213760125,1
57.090429662648056,39.37310971863634,4,601.8323684151293,1
42.213216841271965,106.64929849906738,3,659.7686687174121,1
76.57386003879381,97.7168623767621,5,836.3527406831089,2
70.16074139373168,82.4297018124268,13,657.4731632538693,1
43.08872507499936,103.5639902003666,18,312.15816480690125,0
56.71878785419669,105.40236210557826,8,607.3878584632446,1
94.49595315799922,87.91992743865383,11,974.6280872142562,2
54.37371344001835,102.07146612000392,10,638.3729587220428,1
48.693692325473386,86.7218607836212,13,432.911060134789,0
69.36716561665378,84.81548489363304,15,676.9073654025683,1
99.13902724663603,78.04725160367028,0,1203.0637085302992,2
54.523316290690026,92.79883035134054,12,647.5661235312508,1
80.32813284435272,27.446561582238107,12,681.6617940500558,1
85.69717691972306,106.89578351188213,1,1023.7751098487882,2
54.25825263954398,105.90278805197552,3,659.2645059190961,1
83.69298091671158,13.217201133801506,5,733.274551538724,1
62.06698796315519,100.83984256212389,4,824.83859982598,2
77.93834983561476,24.17568542207897,2,721.980102052523,1
78.01178264565368,46.86307396850561,0,934.731398676108,2
72.14648104448551,91.78590819207686,3,816.6145753664015,2
45.4173862032645,27.6835885653139,19,190.28072927030252,0
90.11814973535428,99.97637265309685,1,1078.5564699092374,2
59.24680389830415,101.53475957535161,4,700.3548306554193,1
51.19111062399125,65.82145071369197,2,660.1529954152752,1
42.44650849328583,10.702445888851694,8,416.53717430970045,0
75.4535765912945,41.574194649240404,19,519.812547333769,0
80.65386171053694,77.86196102133164,5,865.6506471898014,2
40.99526973567137,117.93047958301658,17,382.64761615855195,0
70.72558349795686,79.49948797183352,5,818.3076490978675,2
53.58974651187628,38.57839391705758,18,335.3800390050851,0
78.71036742456698,79.74062734095725,11,850.9477994802141,2
50.46198574029948,69.3983917687441,10,550.7478367685794,0
81.45626428614796,95.7829934666258,1,931.8555121149761,2
63.20412077803225,21.767870270965425,14,491.62535660099473,0
96.20379932420407,93.71306927522308,11,1060.481093657962,2
48.25125664875959,69.53932365437214,11,431.852166507996,0
60.46398106301551,115.92912042448941,8,701.784807889456,1
46.80841127443534,47.60593826425547,1,521.8941393802166,0
95.48161709671376,79.5884082447343,2,1058.639206680431,2
92.64036120285886,112.52309160610193,11,903.02721764524,2
55.47649766290934,21.27607007897472,15,305.90136921379025,0
79.59904276205074,113.09513359600963,0,1026.0543807493882,2
89.03333201207295,85.66742945308947,2,1107.3480777595473,2
73.31204869596775,17.46207650156891,19,452.3765993369011,0
71.77903470136039,43.105992364149785,1,756.8644665944755,1
54.5111374540271,87.89892975098097,8,685.9852875632696,1
45.586166068353954,17.408566161564885,18,165.26591991586997,0
93.83294547719962,74.03875061939006,14,793.3447978754551,2
94.02508342979982,48.04713626482524,17,739.9193350207736,1
77.98608743639608,78.30070695442248,10,753.3230643330874,1
60.34178746292204,15.031623719376412,15,321.10846783322,0
60.95257447675965,105.8690486767614,16,574.8617568073887,0
83.55734073221436,117.08378660951367,4,1057.1632980342476,2
93.82661559715463,116.57656408142606,11,942.1215454486571,2
93.22518545590704,92.46170149172171,10,971.5541684901931,2
86.79253275145743,24.309486414369516,14,726.341084124652,1
78.52189876925726,93.40895155219249,2,937.867677033243,2
45.048397899702934,12.704560810468166,0,485.17773010501867,0
49.69772284567682,12.433590668189698,19,246.71077292290818,0
93.91325131162475,45.597124106449535,15,764.690363483225,1
76.3857435795754,63.750750944513236,1,951.288066285374,2
40.55182309699778,94.74481595885726,1,642.3957045915031,1
46.08829257196193,85.16249142671558,2,660.7034784351088,1
79.81010614648335,59.04929770144232,7,861.8834438949112,2
40.30369503077312,40.09893329098325,14,194.4858434180465,0
49.64848308504992,119.68369501734823,6,692.1553397757939,1
72.92402736199517,56.87994324595702,5,800.7802314893411,2
81.5137118615616,59.652572676264306,8,737.6160832209555,1
79.11767557015602,27.99862033108361,19,551.4284786062236,0
53.45615856763359,97.42905036249223,0,743.2593588675849,1
82.73075328085216,86.30504483596376,7,978.1334773866809,2
54.23494524980801,34.28465740676364,2,617.1549602063203,1
59.52398188955606,19.0619150177427,3,545.1353625671309,0
84.78948430708145,84.85492322821844,14,892.3741124498495,2
78.97797394283288,81.99623357092487,5,880.9611947058729,2
90.95340462965068,40.05854796980303,14,766.8590853909583,1
79.4567735380206,114.59499184754515,2,977.4018092458556,2
74.0985162001283,26.616368095899027,13,518.0401362919245,0
45.62048606968555,57.55682811468621,19,280.83004173542076,0
62.06294818356601,113.79775121843588,13,678.0992471378147,1
55.91214206090353,56.17000486187345,3,607.1922639565213,1
54.63937860274501,80.23785424304941,11,562.8921183759269,0
98.38063328514673,53.73538377590737,16,808.057546857573,2
63.58586348000563,40.1636722583537,6,619.1395836028827,1
93.5227933106268,118.23754127558111,8,1067.5300319878618,2
77.86831755983577,55.026740694654734,2,868.2197008408382,2
87.6886782124989,108.35091240470479,12,833.3153524484462,2
70.15822558631153,35.29500664801948,14,540.2219716155928,0
74.61423307758155,33.441517442759164,17,641.8985121769641,1
69.55106162913184,13.42474911729625,18,427.73781080938494,0
51.71457926788267,81.68335079134735,0,681.3028714671134,1
83.34712691569032,50.537897809613725,5,855.2092772486834,2
56.846341746451344,105.07940748236008,1,842.0342203752161,2
41.45895798588723,62.053089736071286,13,408.2141654407484,0
78.72833775443007,116.5012770706194,5,985.66248167648,2
50.62664076442294,30.407806727343328,13,323.4199054302893,0
96.42751506117486,105.54854847511719,3,1148.331400021587,2
97.23571462015525,95.42565380709159,7,1086.6055409694923,2
94.89186341322691,94.80140291084572,2,1073.5911981741579,2
62.20952201532666,102.92615509285764,18,514.4216750465974,0
40.927396991732046,93.71263900372988,13,486.94995528513175,0
95.69911375526353,78.88423537945569,19,814.7194427007001,2
65.69104889903886,24.436936545062633,16,546.5332030260712,0
97.99928914262017,13.57787974403771,7,952.0033386890038,2
97.81719862535516,111.29326325972555,13,1026.1523518917686,2
91.1805673280416,77.83153459728119,5,1015.0953142929526,2
57.66693352417514,97.6191020073794,15,476.8865612399719,0
63.105863716115515,62.96745866638051,18,497.3322934856371,0
91.06820029101141,22.903900785863392,13,832.3408251309222,2
59.01532030937666,23.77043714228055,18,401.7610525376082,0
50.16956480116555,85.41218159518685,2,650.2368455552497,1
73.40807574750102,57.3336484389409,9,799.3449141437434,2
96.16928644964686,32.057719937037035,18,746.5562682375024,1
81.76178780049838,64.07540014155805,8,794.7908945370157,2
74.2036702053619,17.06298307826475,19,498.8542640140613,0
45.83058962624611,74.01685421058387,12,464.66297308920866,0
76.90043360195018,39.58927448786075,6,672.2931802048103,1
99.4032310062558,97.7315010700907,13,1008.7387443772602,2
48.405040914191446,44.13981548159312,8,492.8472908819162,0
71.0997791418242,60.07421639899813,18,547.6641429513953,0
92.64238431567733,11.278259389891069,14,794.3286002516875,2
84.44611706525227,17.969157657401475,19,627.4588190878792,1
81.82094445971609,53.17429120473533,13,836.6271829321854,2
82.14904503922656,62.79327181888359,5,834.546849150972,2
61.56946907318531,76.00226029312341,3,764.2347038429044,1
57.6155106558696,42.082883658023356,7,504.45467848487243,0
88.56166932871082,86.44800747391967,16,737.7443856711111,1
88.60680368075084,104.61346369081251,8,873.5184220482398,2
92.02433911480622,95.78360877826847,0,1138.7268098244456,2
94.79443315338827,14.358070788319285,19,700.8728688077264,1
70.68054393165627,62.855764198361186,13,613.5644148451975,1
70.09097768123198,21.542319625999234,10,505.31919936683755,0
87.89771073800651,36.62495174487802,2,887.7076795628872,2
78.99783584666591,118.5328852593861,8,907.2487793692042,2
82.11801263546221,25.674509719166455,13,717.1876141326098,1
87.74756016616607,64.87769687964916,8,886.4042079085777,2
93.40032050905398,77.9971307749931,3,1057.6004837757898,2
60.27970941109215,87.27114675985143,3,713.5327685819176,1
62.53497715839664,71.56135518356055,7,750.9336920774452,1
45.63891639045214,11.074793216110203,1,412.62626812033045,0
74.69680845977044,45.91074390683911,8,683.8276615471261,1
42.156536427804525,66.94828077231826,13,335.84402212300614,0
67.9358810879476,19.66531490593167,8,625.8246605901757,1
72.5586780824546,48.56896243300989,15,545.7817162012218,0
57.192475127697065,13.652341967050322,16,366.01536473847136,0
75.44999563414065,18.643634687052284,15,575.0327328868389,0
41.83001499634297,53.661560382175566,11,325.9053721911119,0
42.24089132495286,24.59873294473664,2,458.10535218684475,0
89.3560336395795,72.4294933087714,10,838.0286280764662,2
61.61143848467577,85.84114660509923,13,536.9429709338688,0
47.623630759113084,98.06453690199912,17,422.34566922120115,0
71.33459560328826,32.01652686692911,4,634.3912304928377,1
86.19961318591665,28.423084048497675,15,586.60216482865,1
52.949261649810595,21.50246243678403,19,314.13920641151395,0
77.37342854914002,80.00732744980003,4,926.1974375205588,2
45.12084789962608,87.71232991355913,2,573.2929828887527,0
43.10090327011646,13.474475930820624,11,259.55445195791737,0
71.88127789408888,112.98334708680588,0,995.0562344132286,2
72.43810729660639,15.716841201661964,8,578.5378444694419,1
78.2457940898924,69.54259688311775,8,733.3745034291017,1
83.5654800233597,87.9966571396008,3,1002.029935698223,2
98.55112476775207,105.80660361206941,2,1167.576364227275,2
70.97802089807172,88.54956253456706,16,700.123171014363,1
59.377388376474755,98.1900891376771,1,668.1407681012028,1
87.71117168612221,47.33952117970867,0,901.7570596647114,2
56.24993507572445,99.63076251211635,7,657.4774787736851,1
66.33828524233817,18.812633102314265,12,541.8918035521997,0
44.70738288053596,108.42983216665804,14,496.28334752314856,0
41.521044604927454,70.23516137691098,7,459.4216572435354,0
97.7589048806755,99.90275469587431,11,1020.627315966432,2
90.15880723073235,59.75501129701301,11,836.6280177498396,2
81.75845236562188,80.79354647161774,13,863.7168618446801,2
64.53717666485619,67.90429270297246,14,516.0291792809819,0
50.39765920425074,90.4748473930865,14,492.8772944564774,0
49.38622256026516,18.979298023364855,8,362.4303799199803,0
55.01457388987572,16.638729238962018,18,340.1621246669317,0
72.95359988236723,37.18135574111611,19,467.0478318365163,0
82.87575536200373,27.549914812450716,7,816.0481681699616,2
79.61184260306388,105.89619232514218,18,743.5160580221491,1
56.79603381675657,34.113538609384875,5,648.4193740492695,1
97.29191683979164,117.34517814010444,19,908.5585423145459,2
84.2738150017461,47.05853709482175,18,688.1035300194818,1
73.26124315068404,30.032970725756922,3,708.6955589353187,1
76.70324477406113,96.8668357856727,6,856.371468989892,2
65.1760037456674,82.45785530509637,3,776.9632220390844,1
54.86385937006945,64.80152880984528,11,436.8806551968163,0
61.35836071907569,71.08999060313943,12,504.8823916877971,0
85.47076662786215,89.11219560994903,2,1032.9250224903017,2
40.863609317785354,35.13002154644286,11,306.5917951941553,0
46.964358430414975,119.5967307662416,1,664.1907191842319,1
42.760158521305165,117.22724783614615,1,610.2067718645061,1
42.44372813913821,81.53582549816306,8,432.58449260152355,0
91.32763504066043,31.949669602205965,0,982.8032253614276,2
82.21947156280143,84.82510666744204,7,909.0967221687079,2
68.45042974523952,17.941824987709342,5,540.7825859465527,0
45.870049639060085,13.371775242638666,5,481.0857497143728,0
69.49695250700994,38.345117736233505,17,583.7447986896659,1
68.40830624683394,60.88852524132479,16,449.327374773644,0
50.39211219460091,105.50997559492185,11,604.2374079519926,1
66.03109895427838,89.98859767429389,5,818.0491274579236,2
63.91028406384241,91.69771733199792,7,717.5205500117972,1
76.95100588313298,56.80426678928829,18,548.2601613156627,0
78.10561905205863,48.05284918016592,9,792.9232934641717,2
42.71824058632267,50.814263928306296,0,516.7493804049718,0
62.47675687758827,118.64145201096636,12,709.4944149887633,1
77.55159494285418,14.412011055373073,16,675.3000351373769,1
70.18817551480527,105.37346457346935,2,895.2205218261722,2
91.38939047129934,73.65429494296328,7,910.3582600129918,2
79.52161789713671,58.24769611085495,13,699.9250214470909,1
49.77606562488578,89.77834264566502,2,607.8450735281384,1
44.23412484402579,63.53358355671731,15,366.08290142611867,0
78.54515669237894,106.07655618898266,12,777.3013013642644,1
41.59067863249731,109.07720504123844,19,325.41862528996785,0
75.1465348764078,56.3893019560801,16,560.0224339558582,0
96.41381448549745,40.451057695855674,12,858.4359099707287,2
74.52845067255274,75.15853614526985,5,829.4393186811695,2
63.29019557239131,110.35996801783601,16,479.38248940371057,0
78.59729310654119,33.172840790623326,13,670.2972907206696,1
67.49517342949099,78.52632419198311,16,589.7193711240371,1
72.7370073589561,79.47162421017725,7,743.0637245721092,1
96.48788852659152,90.64243246568091,10,1097.5951964107708,2
63.16615826804646,24.472445363998578,19,443.5302997886995,0
97.67143382943485,88.74074611502974,0,1099.375706216838,2
94.32103851736383,109.99357727322051,6,1115.1093836986363,2
51.74746808735779,29.765141975726618,16,399.22986862608406,0
44.16167805250993,36.12976574162654,9,385.4773581392302,0
46.0466800826456,116.85346034458036,10,562.2458233629831,0
41.093309539092985,29.907464798043875,8,367.6653583330972,0
45.6665776453557,103.9823602706537,8,440.3397040487,0
80.98040640498141,64.15056420928383,4,868.7617126258618,2
44.27131890761374,37.19541818434948,16,265.1583833456349,0
59.138537817625675,105.78248913997625,8,754.4581382842031,1
90.69251865816727,58.983578050293204,16,801.5787358603528,2
41.39631614414955,66.62990893226592,18,262.3424312001926,0
88.86810895533614,49.515670633974224,6,893.2061937717593,2
56.911286486403995,75.22459365784202,8,650.731331261094,1
47.08988965729937,27.987625984352505,6,427.64491537943303,0
81.80422992184904,53.01896903169368,12,709.1704606272973,1
77.73657080679304,116.63535545688163,10,846.8513093356503,2
92.64832081162318,38.39467759712403,13,855.307370501614,2
84.10426262823314,82.24103309954214,18,760.3329377613126,1
88.20885582309091,45.77090706471644,10,825.8437710277976,2
56.922074354278394,95.08204382552607,12,588.9617961660775,1
50.64637262678337,24.396102679018483,13,332.26880794609656,0
85.0368850984515,116.68031495863993,12,894.0320108796622,2
88.41008435603584,59.91684955220032,0,970.7693265760331,2
99.4303085200404,35.96555096811103,7,946.495222921639,2
64.75706061468559,18.084642206301393,11,586.0488037407899,1
62.32108514756699,28.67336955962948,18,356.6640000260693,0
86.58477764451982,67.17513434116194,11,800.7621618063763,2
60.448212415181075,47.07034940744149,7,530.907879819906,0
95.84543953621389,101.17717024708705,7,982.263297996933,2
91.5047651105807,57.39762760279865,12,840.5043106016399,2
65.7396416425011,37.35856998463929,11,536.2330973042502,0
85.05226406748984,77.8859485264433,15,869.3789842673947,2
85.27257244508094,87.74549385739904,0,1014.0743848567179,2
46.187432130155955,28.374609869104486,12,403.0933842112697,0
94.15317440077399,28.438113791714944,6,956.8082953382016,2
70.31514234687143,14.033856962689727,4,660.771429632893,1
89.5874479664645,91.00422165722046,7,1078.389702083367,2
59.20297606183671,83.01849803839856,13,576.4934560184046,1
93.73139370977202,62.20939633247953,12,957.3831930628788,2
63.35210072404979,102.85874938661168,14,699.0683505927846,1
40.650259088817904,98.62371682450585,16,384.48242379242987,0
94.32291858515582,74.38898008364274,14,919.5636884091363,2
45.477200607168015,105.50984085645845,19,411.9952585405709,0
59.15881825542489,32.6425331040445,17,344.6601771927525,0
97.0037180230483,22.311158133750066,17,762.5240142206338,1
97.03642881625336,39.67245726686886,1,1088.4215643935045,2
74.40627328739717,16.279554169824635,3,807.9311570817041,2
77.91023273018796,68.42864808011352,0,879.9276398705091,2
66.90673131869919,113.02662615244576,3,876.5621305825345,2
57.592646301883875,14.327789473536061,17,357.1255526297876,0
59.71987272219496,23.432090541102948,4,578.1692050750756,1
80.35110736462231,59.74189311117788,18,670.7949913298302,1
85.1424717662608,112.72625192806954,14,877.777092052054,2
87.4947426235509,44.777171547442556,7,886.5721477740236,2
87.37708856767324,65.79582895572317,19,792.4483816356814,2
45.47236618292142,14.57301449554313,16,283.07607036353545,0
69.66521828215488,26.317752105829776,0,764.8172499768435,1
43.45352560099866,118.52931352547316,11,599.8251359020869,1
72.97173293942413,116.163056607965,18,747.539922404188,1
66.49183008240263,10.543397902785058,14,471.385174699429,0
93.26225096549798,114.69929639655629,8,981.165082330447,2
61.05490075312472,80.30319315970505,6,631.763859804634,1
47.02402098565635,105.47101239720243,1,712.8438570667502,1
48.57950092317015,60.0213841197245,8,454.32215350850146,0
85.69063790304833,66.71556314371753,9,804.934731462321,2
77.09308379897567,63.77312382826122,1,845.5728193119193,2
46.067360567367416,83.35506833007148,18,323.01452672928207,0
45.04640836689985,25.36163802319442,10,393.71974310449986,0
82.0581478875472,13.297094885994575,12,659.3385648583472,1
44.365780381851614,43.872293575031,9,327.78366095360786,0
89.31160355742136,87.51488390103114,13,874.6980482643936,2
82.37453362938977,32.20387973352432,17,644.2664023833585,1
44.880926838513986,84.0775676657409,18,322.99756064457904,0
45.09026284511152,116.69032507179975,8,622.0775328043496,1
99.19837471007052,20.329078736836024,6,921.5949602897631,2
62.45624774536722,83.98623300476389,2,817.9518277950576,2
62.23852882401346,58.812524123502826,19,484.849475470889,0
88.76797403545015,105.4956479815256,5,1070.0013117197732,2
96.83491464303152,29.48647683921245,1,957.3945580684205,2
99.16006382937226,86.1888547448781,5,1093.893857395384,2
85.2026911155365,102.19268186129213,2,1023.7708746492107,2
62.57557513185495,113.90756414214256,15,557.470553357458,0
45.010043001920124,85.15728311186103,7,570.6680327330688,0
86.6288149556462,64.689224040927,1,939.7965527929485,2
73.5042549841483,77.96319642213352,16,620.490551243951,1
65.45332055481857,105.579548292659,8,695.0265103536175,1
94.38126310568416,72.76707213027126,11,959.4060916209028,2
46.67184893836908,13.342576566652054,2,387.1071565783651,0
69.55750625745155,112.40435650576755,10,801.277515609279,2
40.68121868604514,85.84794261347173,0,630.7337713995679,1
68.11963851964758,84.41647243549711,12,696.8882514487581,1
43.37819654091024,33.724266763748886,14,326.8619231289216,0
47.12907497608431,82.47740172559229,4,614.2228766909299,1
47.05157480662629,53.32508462195743,16,289.69470097388955,0
78.95261812696381,81.63562747456413,5,949.5341852019835,2
84.7626927559254,21.72523333387898,10,718.073581520337,1
75.00212590582959,82.36298350633396,17,656.4278451914652,1
97.73035290847253,119.93550983477333,3,1155.542682836724,2
62.49223477142225,15.303324274661163,2,650.1061023074103,1
57.14272517691164,117.4891602643449,12,599.5037101409351,1
92.11594769136761,54.759875679515766,8,914.0250144845761,2
53.41575031116716,105.78287953709851,5,608.9560713285682,1
97.79335236643668,96.06240324641008,11,1063.2915905822656,2
40.72926848138898,72.37178870853346,1,570.5733095284669,0
98.19272960245834,91.22941301764591,2,1119.773133964787,2
42.589594717034565,106.63671174314827,2,585.7119191553517,1
93.46858682188426,54.455435381613626,11,910.8281512979547,2
71.66206654517799,45.97364777195626,14,563.2032919638943,0
99.57788776715802,83.43527241199432,8,1048.9176882838274,2
44.42779388412393,98.86305361353844,7,595.0739854398864,1
73.23125706407924,93.85136482542774,10,729.4524443347883,1
98.15815213714595,97.7595013744498,15,970.5305655763692,2
71.38587065020893,57.91416462942263,3,800.4732991077092,2
77.76391828811575,99.96176377925238,0,972.6958695065281,2
81.74492133907702,23.222996090766927,6,748.7057263671072,1
67.27246388606639,69.89380077569345,1,858.25209325677,2
77.6534848050438,10.633452654793373,4,707.9233215716765,1
75.05885871538601,45.70444128902973,6,661.3955246754385,1
94.06948062945935,50.310768835853764,3,1028.3430235478527,2
42.72678282048747,53.57899607701809,4,414.3606528705192,0
56.85779137553382,86.50139273588483,0,776.1747564698622,1
97.02468904459352,52.74139113973803,0,1142.4748351175833,2
93.41582703345497,59.35629848847837,14,874.3583612314403,2
67.33940516714277,36.12985439617602,19,514.2243255581544,0
77.2079558680922,51.05769707922741,18,705.1974081858591,1
56.64287097886796,34.99965899894666,9,549.7660509170203,0
51.28726958342568,18.0515516145288,17,310.5044686945862,0
67.82190429639893,76.37934527195156,2,882.6751426840749,2
61.20113368156317,83.50340784105178,10,716.7569297400645,1
75.01936671105233,78.1439380610576,14,784.9201323956095,1
44.66407821789909,60.98434481806296,10,394.0022960553166,0
98.46368845996999,51.77643581971528,16,780.4888383142103,1
